gene_symbol,Col6a3
pvalue,0.6210996
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
analysis_id,4m084i04yt40906
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
parameter_name,Number of rears - total
