gene_symbol,Ivd
pvalue,0.5160513
mouse_strain,C57BL
parameter_id,JAX_OFD_022_001
analysis_id,4vh11ww148yoldb
parameter_name,Percentage center time
gene_accession_id,MGI:1929242
mouse_life_stage,Early adult
