mouse_life_stage,E18.5
parameter_id,IMPC_EYE_017_001
analysis_id,98970tmid9w65cu
pvalue,0.9851436
gene_accession_id,MGI:1914561
mouse_strain,C57BL
parameter_name,Lens Opacity
gene_symbol,Nanp
