parameter_id,IMPC_XRY_067_001
pvalue,0.4314915
mouse_life_stage,Early adult
analysis_id,d679jy7x728wv60
mouse_strain,C57BL
gene_accession_id,MGI:2673000
parameter_name,Caudal processes
gene_symbol,Trim46
