mouse_strain,129SV
gene_symbol,Mms22l
pvalue,0.4351487
parameter_id,JAX_OFD_007_001
gene_accession_id,MGI:2684980
parameter_name,Whole arena resting time
mouse_life_stage,Early adult
analysis_id,4g2ilh9go644230
