gene_symbol,Ahcy
mouse_life_stage,E12.5
gene_accession_id,MGI:87968
parameter_id,IMPC_EYE_009_001
pvalue,0.461524
parameter_name,Corneal vascularization
analysis_id,l51363i5r10r5h6
mouse_strain,C57BL
