gene_symbol,AU040320
parameter_name,Neural tube morphology
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
mouse_strain,C57BL
parameter_id,IMPC_GEL_060_001
analysis_id,lr96zg01l2u25oe
pvalue,0.8053515
