gene_symbol,Toporsl
pvalue,0.7927
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
parameter_id,ESLIM_016_001_005
parameter_name,Mean cell volume
analysis_id,72h85wx980os48l
mouse_strain,C57BL
