parameter_name,Red blood cell count
mouse_strain,C57BL
gene_symbol,Golm2
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:2443129
analysis_id,e8vcebapcyb217r
pvalue,0.08769996
mouse_life_stage,Early adult
