gene_symbol,Fpgs
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
analysis_id,5589665460v564t
parameter_id,JAX_OFD_012_001
pvalue,0.8621623
gene_accession_id,MGI:95576
