gene_symbol,Ubxn11
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,x7v12a07ow7sj67
parameter_id,IMPC_ECG_010_001
parameter_name,HRV
pvalue,0.8337579
gene_accession_id,MGI:1914836
