parameter_name,Limb grasp
mouse_strain,C57BL
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
analysis_id,613a3q56062u343
pvalue,0.8741258
parameter_id,JAXLA_CSD_039_001
mouse_life_stage,Early adult
