mouse_strain,C57BL
gene_symbol,Arnt
pvalue,0.7131961
mouse_life_stage,Early adult
analysis_id,k6881lqlfyv509y
parameter_name,Activity (body position)
gene_accession_id,MGI:88071
parameter_id,IMPC_CSD_029_001
