gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,CV
parameter_id,IMPC_ECG_003_001
pvalue,0.6646105
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,1oai287g648b049
