mouse_life_stage,E9.5
parameter_id,MGP_CSD_015_001
gene_symbol,Eprs1
parameter_name,Head coat/hair presence
mouse_strain,C57BL
analysis_id,wjt17080a8dut8q
gene_accession_id,MGI:97838
pvalue,0.4556004
