gene_symbol,Ints7
parameter_id,IMPC_CSD_078_001
mouse_strain,C57BL
gene_accession_id,MGI:1924315
mouse_life_stage,Early adult
parameter_name,Vocalization
analysis_id,0x687g476984now
pvalue,1.058293e-18
