parameter_id,IMPC_OFD_012_001
gene_accession_id,MGI:1923029
mouse_strain,C57BL
gene_symbol,Dnaaf9
parameter_name,Periphery permanence time
pvalue,0.7938069
analysis_id,56vh6a6k4fax4e0
mouse_life_stage,Early adult
