parameter_name,Startle response
analysis_id,4c8f10f4q5787ie
parameter_id,ESLIM_008_001_013
gene_accession_id,MGI:1914561
pvalue,0.2707304
mouse_life_stage,Early adult
gene_symbol,Nanp
mouse_strain,C57BL
