gene_symbol,Hnf4a
pvalue,0.469668
mouse_life_stage,Early adult
analysis_id,04dghzg70471pi9
parameter_id,IMPC_GRS_011_001
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
gene_accession_id,MGI:109128
