mouse_life_stage,E12.5
parameter_name,Bone Mineral Content (excluding skull)
pvalue,0.7257241
analysis_id,1xd4i747m79171y
gene_symbol,Bmi1
mouse_strain,C57BL
gene_accession_id,MGI:88174
parameter_id,IMPC_DXA_005_001
