gene_symbol,Mecom
parameter_name,Calcium
gene_accession_id,MGI:95457
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_CBC_009_001
pvalue,0.3662891
analysis_id,70602355b2e9x7y
