parameter_id,IMPC_GEL_063_001
analysis_id,8o941ve86pl6qy9
gene_accession_id,MGI:1929866
gene_symbol,Rgs20
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8193292
