gene_symbol,Jun
parameter_id,MGP_BMI_014_001
analysis_id,1dk8x72iqs11vda
gene_accession_id,MGI:96646
pvalue,0.2663176
mouse_life_stage,E9.5
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
mouse_strain,C57BL
