gene_symbol,Zyg11b
parameter_id,IMPC_CSD_028_001
mouse_strain,C57BL
gene_accession_id,MGI:2685277
pvalue,0.8871261
analysis_id,h9479d9gtq63566
mouse_life_stage,Early adult
parameter_name,Snout size
