gene_symbol,Dnaaf9
mouse_strain,C57BL
analysis_id,933x01804h9ys37
parameter_name,Iron
parameter_id,IMPC_CBC_011_001
pvalue,0.613968
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
