parameter_id,MGP_PBI_001_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Total T cell percentage
pvalue,0.2909087
gene_symbol,Frmpd1
analysis_id,8v00g43z9v20k1j
gene_accession_id,MGI:2446274
