parameter_name,Fat/Body weight
mouse_strain,C57BL
gene_accession_id,MGI:1345282
analysis_id,64wm6nmdk02m5pl
parameter_id,JAXLA_DXA_009_001
gene_symbol,Slc30a4
pvalue,0.852736
mouse_life_stage,Middle aged adult
