gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
parameter_name,LDL-cholesterol
analysis_id,06f0nbi613ss2c0
parameter_id,IMPC_CBC_025_001
mouse_strain,C57BL
pvalue,0.5910553
