mouse_strain,C57BL
parameter_id,IMPC_OFD_011_001
pvalue,0.9002784
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
analysis_id,26808frcauhall1
gene_symbol,Tiprl
parameter_name,Periphery resting time
