gene_symbol,Dmap1
parameter_id,UCD_OWT_003_001
gene_accession_id,MGI:1913483
parameter_name,Spleen weight
mouse_strain,C57BL
pvalue,0.1492014
mouse_life_stage,Early adult
analysis_id,o345v020xm1p4ht
