gene_symbol,Etfdh
pvalue,0.515418
analysis_id,yu4p261ulq8v55b
mouse_strain,C57BL
gene_accession_id,MGI:106100
parameter_id,IMPC_ACS_006_001
parameter_name,Response amplitude - S
mouse_life_stage,Early adult
