gene_symbol,Galnt13
analysis_id,k4399zo994v1let
parameter_id,MGP_IMM_070_001
parameter_name,Total ab T cells - % of CD45+
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.3322293
gene_accession_id,MGI:2139447
