gene_symbol,Inpp1
analysis_id,07hd0rmw56jhkci
pvalue,0.3408764
parameter_id,IMPC_GEP_084_001
parameter_name,Limb morphology
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104848
