pvalue,0.06729689
parameter_id,IMPC_CBC_024_001
mouse_life_stage,Early adult
gene_symbol,Nanp
analysis_id,8b817r3o5rb9n4b
mouse_strain,C57BL
gene_accession_id,MGI:1914561
parameter_name,UIBC (unsaturated iron binding capacity)
