parameter_id,IMPC_DXA_003_001
mouse_life_stage,Early adult
pvalue,0.8102728
analysis_id,ngg7p0822cmur90
parameter_name,Lean mass
gene_symbol,Zc2hc1a
mouse_strain,C57BL
gene_accession_id,MGI:1914556
