parameter_id,IMPC_GRS_010_001
parameter_name,Forelimb grip strength normalised against body weight
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
gene_symbol,Wars2
mouse_strain,C57BL
pvalue,0.4901541
analysis_id,laz7i02gfi0dz86
