gene_symbol,Tnfsf10
mouse_strain,C57BL
analysis_id,7a719743164tu25
parameter_name,Hemorrhage
parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:107414
mouse_life_stage,Early adult
pvalue,0.06268061
