mouse_life_stage,Middle aged adult
pvalue,0.9434959
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_id,IMPC_IMM_005_002
analysis_id,194mv050gej9022
