gene_symbol,Slc28a2
gene_accession_id,MGI:1913105
parameter_id,IMPC_IPG_010_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8035852
analysis_id,39a61a97t66ski7
parameter_name,Fasted blood glucose concentration
