parameter_id,IMPC_EYE_004_001
gene_accession_id,MGI:1927232
gene_symbol,Rab13
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6744227
parameter_name,Eyelid morphology
analysis_id,7h5d64635bwqm11
