parameter_name,Retina (combined)
mouse_life_stage,Early adult
gene_symbol,Ivd
gene_accession_id,MGI:1929242
parameter_id,IMPC_EYE_092_002
mouse_strain,C57BL
analysis_id,xrrgn52mnfcadvy
pvalue,0.2707551
