parameter_name,Periphery distance travelled
pvalue,0.8219963
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:1336200
analysis_id,968at4tlf177179
gene_symbol,Hpca
mouse_strain,C57BL
mouse_life_stage,Late adult
