parameter_id,MGP_PBI_015_001
mouse_life_stage,E18.5
analysis_id,866dz47m90w1f3v
mouse_strain,C57BL
pvalue,0.4593779
gene_accession_id,MGI:2685277
parameter_name,IgD+ mature B cell percentage
gene_symbol,Zyg11b
