gene_symbol,Ahctf1
gene_accession_id,MGI:1915033
pvalue,0.1137888
parameter_name,Percentage center time
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,z91bbsi94l075b7
parameter_id,IMPC_OFD_022_001
