gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
analysis_id,2ko9670f6qgr9v9
gene_accession_id,MGI:1934811
mouse_strain,C57BL
pvalue,0.5919655
parameter_id,IMPC_IMM_034_001
parameter_name,CD8 CD44-CD62L+ T cells
