gene_symbol,Zyg11b
parameter_id,IMPC_DXA_003_001
analysis_id,hg82xd3s3m645m2
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
pvalue,0.2507521
mouse_strain,C57BL
parameter_name,Lean mass
