parameter_id,HRWLLA_OFD_007_001
parameter_name,Whole arena resting time
gene_symbol,Sfpq
gene_accession_id,MGI:1918764
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5675123
analysis_id,490ab87ce961x14
