gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
parameter_id,IMPC_OWT_004_001
analysis_id,66m7843j8nqqu5h
gene_accession_id,MGI:1934811
parameter_name,Right kidney weight
mouse_strain,C57BL
pvalue,0.7556733
