pvalue,1.063422
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Cd52
parameter_name,Embryo turning
analysis_id,gc4i15551ceyaav
gene_accession_id,MGI:1346088
parameter_id,IMPC_GEL_011_001
