gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_id,IMPC_DXA_008_001
parameter_name,Lean/Body weight
mouse_strain,C57BL
analysis_id,1d49ss861qngtl8
pvalue,0.3337084
gene_accession_id,MGI:1914071
