mouse_strain,129SV
pvalue,0.3686521
analysis_id,42llpip5hio7cs6
parameter_name,Total cholesterol
gene_symbol,Zmynd8
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
parameter_id,IMPC_CBC_015_001
