parameter_id,M-G-P_014_001_009
gene_accession_id,MGI:1338022
pvalue,0.7682004
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,lens
gene_symbol,Opn3
analysis_id,7510yqyd122kijy
