gene_symbol,Tbl1xr1
analysis_id,b456dmoel9i36eo
mouse_life_stage,Late adult
mouse_strain,C58BL
parameter_id,IMPC_CSD_030_001
gene_accession_id,MGI:2441730
pvalue,0.8529261
parameter_name,Tremor
