parameter_id,IMPC_ABR_006_001
gene_symbol,Mapkap1
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:2444554
pvalue,0.7927589
analysis_id,sb9qx7073a773k5
parameter_name,12kHz-evoked ABR Threshold
