parameter_id,MGP_BMI_014_001
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5165672
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_symbol,Ddx27
analysis_id,75mgpz9htga917a
