parameter_id,IMPC_XRY_065_001
parameter_name,Lumbar processes
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Eprs1
analysis_id,d29kwai0n6dj4r3
gene_accession_id,MGI:97838
pvalue,0.6026432
