parameter_id,IMPC_IMM_051_001
gene_symbol,Morn5
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5743862
gene_accession_id,MGI:1922745
analysis_id,qt47o85kx61wkq9
parameter_name,Monocytes
