parameter_id,JAXLA_OFD_007_001
analysis_id,42353p827nb3fgh
gene_symbol,Bcs1l
parameter_name,Whole arena resting time
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.1556244
