mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_name,Facial Morphology
pvalue,0.6109763
parameter_id,IMPC_GEP_017_001
gene_symbol,Fgb
analysis_id,jt4t40g92y6clxf
gene_accession_id,MGI:99501
