gene_symbol,Plcb1
mouse_life_stage,Middle aged adult
parameter_name,Spleen weight
mouse_strain,C57BL
parameter_id,UCD_OWT_003_001
gene_accession_id,MGI:97613
pvalue,0.6375159
analysis_id,5vv9t4e3vdp4uz5
