gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_id,MGP_CSD_067_001
parameter_name,Snout size
pvalue,1.413806
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,ipzt2074c0a6dmn
