mouse_life_stage,E12.5
analysis_id,gp3ztlu5hzv94i0
parameter_name,Periphery average speed
parameter_id,JAX_OFD_013_001
pvalue,0.7954958
gene_symbol,Wars2
mouse_strain,C57BL
gene_accession_id,MGI:1917810
