parameter_id,IMPC_IMM_051_001
gene_accession_id,MGI:3616086
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7595564
parameter_name,Monocytes
analysis_id,r5x6r7qv54504xt
gene_symbol,Kcng1
