parameter_id,MGP_BMI_006_001
gene_symbol,Ints7
gene_accession_id,MGI:1924315
mouse_strain,C57BL
analysis_id,e1l055ncra52tp0
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
pvalue,0.2888883
mouse_life_stage,Early adult
